Unique_ID,Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3ALT1EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,Average Travel Time(minutes) ,pop_density(people per sq.km),BioClim_1,BioClim_2,BioClim_3,BioClim_4,BioClim_5,BioClim_6,BioClim_7,BioClim_8,BioClim_9,BioClim_10,BioClim_11,BioClim_12,BioClim_13,BioClim_14,BioClim_15,BioClim_16,BioClim_17,BioClim_18,BioClim_19
1,3.703879537,0.24381881,Tahtay Adiyabo,ET010101,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,910.0083958,35.19502796,26.46087082,29.43826356,24.59989669,634.8449612,203.4186047,0.697674419,135.4085728,476.1550388,2.604651163,110.1162791,398.627907,14.59298713,66.60281425,212.462668,38.10800005,16.19615498,21.9118451,24.96798969,25.21524551
2,1.946738416,0.047606848,Laelay Adiabo,ET010102,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,933.8748115,102.9493875,23.92624426,27.05554771,22.06019041,684.8928571,218.9285714,1.428571429,133.050642,504.8214286,5.607142857,144.25,326.1785714,14.53163082,67.87981142,223.1872766,35.21199976,13.79271429,21.41928577,23.40330948,22.70749998
3,1.153553333,0.047753759,Zana,ET010103,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,909.9151515,104.040431,22.85079002,25.6832594,21.07483949,673.3703704,207.6666667,4.111111111,126.254626,477.4444444,14.37037037,89.18518519,475.3333333,14.0987902,67.96155322,207.2992282,33.89674074,13.13407414,20.76266656,21.91691363,21.84471597
4,2.386193184,0.07206484,Tahtay Koraro,ET010104,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,883.1283096,151.0964093,21.86433332,24.59143585,20.15998278,690.6923077,222.4358974,1.717948718,133.4228844,508.6153846,6.717948718,138.974359,360.8974359,14.49398285,69.95681626,196.7381709,32.74338443,12.02430774,20.71907674,21.17042727,20.8007521
5,2.325931165,0.13116799,Asgede,ET010105,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,894.2245125,60.43239412,26.16401791,29.52628814,24.07321621,658.4189189,204.4324324,1.986486486,129.7233411,479.2567568,6.810810811,102.3378378,475.7027027,14.29943248,64.60989272,242.1080366,38.21854055,16.08232435,22.13621616,25.33508113,25.00374779
6,2.548351824,0.161034038,Tselemti,ET010106,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,909.3546643,59.09348464,25.07736978,28.40313425,23.01885068,686.5517241,208.2758621,3.298850575,126.1150213,489.6206897,11.1954023,76.63218391,471.4597701,14.31534491,64.35725434,238.2039593,37.22409198,14.96731036,22.25678168,24.13850574,24.06571649
7,0.43619069,0.006063442,Sheraro town,ET010107,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,900.654321,431.4044286,26.56537533,29.65683317,24.72400045,643.25,206,1,134.2572556,478.5,3,133.5,478.25,15.18774986,66.92663956,219.1483994,38.66599941,15.97299981,22.69299984,25.35100079,25.26966619
8,0.15585425,0.001224581,Indasilassie town,ET010108,Shire town,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,750.5555556,4749.467146,20.38400078,22.83533287,18.7859993,723,235,1,135.6150055,538,3,153,533,14.84399986,71.69628906,179.0723419,31.26000023,10.55599976,20.70400047,19.4766655,19.54133224
9,1.384169098,0.033441797,Selekleka,ET010109,Laelay Koraro,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,871.508658,304.7871644,20.16712214,22.58595581,18.72022209,693.5333333,227.3333333,1.2,135.6918711,515.2666667,4.866666667,143.8,81.53333333,14.93548883,72.35441895,174.3114146,30.79333331,10.15200011,20.64133326,19.53480034,19.09999987
10,1.412736775,0.059442458,Seyemti Adyabo,ET010110,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,890.7562189,76.07921148,24.11128128,27.20402074,22.21100008,656.46875,210,1.625,133.195914,483.46875,7.21875,133,15.4375,14.50699991,68.08425426,216.1128273,35.0847497,13.77662504,21.3081246,23.51212502,22.66054147
11,0.723731775,0.008503392,Adi Daero,ET010111,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,867.1171171,360.9953356,23.28279161,26.39116621,21.48483324,704.5,228.25,0.25,136.1781654,527,2.75,147.75,391.5,14.60108328,68.39957237,220.3974609,34.40600014,13.05599976,21.35000038,22.84166622,22.07133389
12,1.767510437,0.076194331,Adi Hageray,ET010112,Maekel Adiyabo,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,917.1645813,50.78616319,25.61233743,28.86706361,23.67834918,646.8095238,208.4047619,1.071428571,135.045372,481.5952381,4.357142857,129.7619048,158.2142857,14.55488105,66.57038334,229.0791699,36.88323829,15.01752377,21.86571448,24.67290465,24.16141265
13,1.615018274,0.083902378,Tsimbla,ET010113,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,856.38865,112.5317538,23.99800364,27.14410366,21.9613333,688.3333333,215.0666667,2.422222222,129.8091634,499.1777778,8.733333333,98.33333333,495.7111111,14.35394811,66.15193397,229.5803864,35.73715549,14.02373327,21.71342235,23.10336304,23.01765929
14,0.076686583,0.000263047,Endabaguna town,ET010114,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,736.6666667,1806.224772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1.630519397,0.071224482,Dima (TG),ET010115,Laelay Tselemti,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,889.9938398,114.1463789,23.10989475,25.90749113,21.29582445,684.2368421,208.6315789,4.5,124.5895524,480.1842105,15.94736842,88.10526316,478.4473684,14.16057898,68.56656305,204.5734189,34.11863181,13.44357895,20.67505284,22.13315768,22.20692976
16,0.102785574,0.000362942,May Tsebri town,ET010116,.,North Western,ET0101,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,707,637.230127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1.310431139,0.049470652,Chila,ET010201,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,917.3740686,93.93561855,22.56033947,25.31733329,20.78980255,650.2962963,201.7037037,4,125.646182,457.7407407,17.11111111,132.1481481,25.48148148,14.33067894,69.97303602,195.3744422,33.20918535,12.73229634,20.47688908,22.19592589,21.1767901
18,1.55119288,0.038512951,Aheferom,ET010202,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,859.6793169,286.7955055,18.0249353,20.12055556,16.23148161,608.0555556,185.6111111,6,118.7388242,403.8333333,24.38888889,132.8333333,30.16666667,14.29475927,72.55186081,155.5480847,27.74755563,8.044888947,19.7026666,18.3011481,16.58222209
19,1.300226392,0.027661758,Edaga arbi,ET010203,Endbatsahma,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,915.4907162,191.988284,20.67785406,22.84383333,19.12591672,629.125,176.875,11.125,109.7527919,399.25,40.625,105.6875,42.9375,14.24941671,72.97603464,159.6176071,30.48900008,10.96299994,19.52600014,19.96116662,19.32366657
20,1.637674685,0.055118151,Adwa,ET010204,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,845.6319261,216.3839609,18.95176584,21.11629158,17.27712509,629.375,196.5,4.03125,125.3865197,437.90625,17.25,111.625,25.28125,14.29890636,72.19229007,158.8065405,28.94325012,9.137499988,19.80574995,18.89485407,17.47064573
21,1.954480985,0.039605743,Laelay Maychew,ET010205,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,859.6605839,193.1872996,19.07885408,21.2750833,17.53149994,651,209.5416667,2.5,131.5625226,470.25,9.958333333,119.0833333,19.58333333,14.85465304,72.79803562,159.3764674,29.48233342,9.080500007,20.40183361,18.79947225,17.74958316
22,1.176210946,0.030461354,Tahtay Mayechew,ET010206,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,866.2100239,305.8979467,19.48319456,21.77881474,18.04114808,681.5555556,223.6666667,1.722222222,135.0603858,503.4444444,6,123.0555556,147.6666667,14.80653694,72.62153117,166.7324015,29.9682223,9.57955567,20.38866658,18.91381476,18.40474097
23,1.383953771,0.051306164,Adet,ET010207,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,956.7252125,172.4927235,21.98825005,24.5599524,20.37990488,658.4285714,201.2142857,5.035714286,124.4619966,460.1428571,17.89285714,82.5,362,14.16864286,70.14403316,187.6365863,32.55571427,12.35100007,20.20471423,20.87473815,20.97692857
24,1.621264784,0.059980991,Kola Temben,ET010208,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1000.419198,109.9352616,22.83458088,25.32377145,21.18460949,655,191.6285714,7.514285714,117.7041637,440.4571429,27,92.91428571,429.4,13.88186662,70.7668869,183.9638249,33.06548576,13.44548566,19.62000029,21.18588567,21.90742841
25,1.160047491,0.040948664,Naeder,ET010209,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,950.3487544,208.034226,21.33163643,23.71903047,19.85245462,643.4545455,193,6.227272727,121.4854254,441.3636364,22.72727273,86.04545455,176.4090909,14.14442414,71.59706913,173.6574319,31.50272734,11.74909089,19.75363653,20.05881838,20.21060605
26,1.638554214,0.094025655,Abergele (TG),ET010210,Abergele Yechila,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1028.367852,94.78694124,23.97929409,26.27963399,22.48190842,663.6666667,185.9411765,9.784313725,111.2682727,430.5098039,33.68627451,126.5490196,151.9019608,14.4387973,73.05443723,170.7323414,34.109961,14.34619606,19.76376474,22.62209159,22.61575164
27,0.222566596,0.001646765,Abi Adi town,ET010211,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,910.6521739,965.2169855,21.72583389,23.88066673,20.11600113,662,194,7,118.5106506,445,26,101,445,14.54899979,74.61026001,165.0968781,31.63199997,12.13199997,19.5,20.11600113,20.93600082
28,0.223111699,0.002285991,Adwa town,ET010212,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,795.7096774,2853.420682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.155134048,0.001517822,Axum town,ET010213,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,784,3709.729143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1.08062558,0.040098497,Rama,ET010214,Rama Adi Arbaeta,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,884.2183486,133.0430531,22.70619029,25.34606343,20.86603192,631.952381,179.0952381,10.47619048,109.6304725,404.7142857,40.42857143,124.8095238,45.52380952,14.01282533,69.98575737,187.0387181,33.10514296,13.08209519,20.02304777,22.00206357,21.20082519
31,1.023321182,0.030331111,Ahsea,ET010215,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,908.8157248,173.5024761,20.81116654,23.12478413,18.97992157,634.3529412,182.2941176,10.70588235,110.2022328,404.9411765,41.76470588,127.9411765,46.76470588,13.72554902,70.89476462,167.813744,30.68894117,11.32917651,19.35976466,20.72443121,19.28772522
32,1.196739183,0.056266224,Egela,ET010216,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,919.5521797,146.0618648,20.85115647,23.06717173,18.97751513,645.1212121,166.1818182,19.72727273,93.33491609,366.6969697,69.75757576,128.1212121,71.75757576,13.5860505,71.57713387,162.1437013,30.45333325,11.47236362,18.9809698,20.85844439,19.41044449
33,0.87188918,0.017163704,Hahayle,ET010217,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,880.5166667,160.4977715,18.22843304,20.33526649,16.51580019,617.6,189.8,5.4,121.3071175,417.4,21.4,132.4,27.3,14.55533323,72.7273407,155.3437271,28.2052,8.191200066,20.01399975,18.38040028,16.81766701
34,1.203264865,0.038577776,Endafelasi,ET010218,Maikinetal,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,934.364486,164.612604,21.80878024,24.16624251,20.30115145,632.7727273,179.6363636,10.09090909,112.112141,410.1818182,36.5,94.77272727,89.72727273,14.13407577,71.74429252,172.3450803,31.91981827,12.21781822,19.70199992,20.59227267,20.54375761
35,1.440258604,0.033111085,Emba Sieneti,ET010219,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,900.8993435,176.7561114,20.1674706,22.24992169,18.53584312,628.0588235,168.1764706,14.94117647,101.9822554,376.8823529,51.94117647,121.8235294,53.11764706,14.32145119,73.53895838,154.7825964,29.81317655,10.33835293,19.47482356,19.75976484,18.71031413
36,0.083485898,0.000322627,Enticho town,ET010220,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,816,1862.07373,18.33166695,20.42533302,16.55066681,613,186,6,118.0575256,406,25,134,32,14.36266708,72.75920868,155.3407898,28.13199997,8.392000198,19.73999977,18.54066658,16.87800026
37,1.53850362,0.059786886,Keyhe tekli,ET010221,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,941.5924574,174.5911937,21.57696232,23.76888171,20.14681718,644.8064516,183.8709677,9.774193548,112.9100037,419.3225806,35.16129032,107.3225806,143.4516129,14.3416022,73.54800612,164.0342604,31.44322605,11.94348394,19.4997422,20.29290328,20.37997843
38,1.055513637,0.031012014,Tanqua Melashe,ET010222,.,Central,ET0102,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,980.6285047,135.5730411,22.17935181,24.37437036,20.67151843,660.7222222,189.3333333,8.611111111,114.6048754,435.2777778,31.27777778,115.3333333,320.1666667,14.37633313,73.61735153,165.0411708,32.15488921,12.62511113,19.52977827,20.76085186,21.00585153
39,1.621200282,0.042415592,Gulo Mekeda,ET010301,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,893.4428822,219.2770945,17.65427567,19.67279478,15.73443589,585.5384615,164.2307692,10.96153846,104.8964732,351.1923077,41.65384615,135.0769231,46.03846154,14.19978208,73.18879083,154.2805141,27.03061529,7.628307728,19.40230766,18.15846157,16.19402563
40,1.593070371,0.077051181,Erob,ET010302,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1083.622982,61.73001846,19.59880424,21.5888834,17.46106658,645.475,124.9,18.15,68.71752396,286.975,79.6,121.45,133.15,12.72210832,70.90851173,160.6734673,28.39929986,10.48390006,17.91539979,19.44568334,19.5066
41,1.57964261,0.050782322,Saesie,ET010303,Sewha,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,982.0085592,132.9275813,16.47598663,18.49736,14.31474659,608.16,152.72,12.4,94.05710098,329.64,52.48,136.68,63.8,14.08864002,71.35693237,164.8745599,25.94896004,6.212159967,19.73680016,17.42346661,15.18405338
42,1.872116292,0.038967664,Ganta Afeshum,ET010304,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,902.5148148,196.4759879,15.97780004,18.02889996,13.96273341,581.65,170.7,5.6,112.7875214,367.15,26,138,29.5,14.7016335,72.46821022,161.0990707,25.66999989,5.381599975,20.28839998,16.78356671,14.53146644
43,1.845246035,0.061871643,Hawzen,ET010305,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,923.1060071,192.3986191,19.41143435,21.48591937,17.68640417,615.6666667,164.4545455,13.90909091,102.9210513,367.8181818,47.90909091,127.2121212,48.27272727,14.52262613,73.54641354,154.90861,29.05854555,9.31054543,19.74800029,19.28781804,17.81701021
44,1.874371806,0.042918533,Kelete Awelallo,ET010306,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,917.2116041,222.5072469,18.61746666,20.67274651,16.83269344,613.92,169.92,11.12,108.3162112,377.32,39.32,126.36,39.32,14.69333336,73.35908722,152.2324725,28.38367989,8.353440094,20.03023994,18.38154663,16.83269344
45,1.369176351,0.050475931,Atsbi,ET010307,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,982.4748924,182.5613728,15.76395081,17.77320982,13.68120978,629.5185185,165.8518519,9,101.5555725,365.3703704,40.62962963,141.1481481,44.74074074,14.71908654,71.09781053,162.9295434,25.8700741,5.177333302,20.6927409,16.35249385,14.03785172
46,0.205092151,0.001618755,Adigrat town,ET010308,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,846.85,4832.391507,15.12849998,17.16333389,13.04066658,568,170,4,114.7019882,362,21,139,25,14.9163332,72.32511902,162.8202209,24.96000099,4.335999966,20.62400055,16.09466743,13.64666653
47,0.214632789,0.001704963,Wukro town,ET010309,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,889.173913,2011.196466,19.65749931,21.73200035,17.91066742,626,168,15,101.9619141,371,50,123,50,14.76833248,72.99492645,151.1077881,29.71199989,9.480000496,20.23199844,19.3220005,17.91066742
48,0.894626941,0.013393805,Bizet,ET010310,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,866.7094972,308.2117846,17.77516675,19.86349988,15.93016684,604.75,176.5,8.5,111.8212185,382.75,32.25,135.625,37,14.36283338,72.84335041,155.7783985,27.41750002,7.699000061,19.7184999,18.1534164,16.36975014
49,0.063975329,0.000242621,Edaga Hamus town,ET010311,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,852,1975.752075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.073851935,0.000342293,Hawzen town,ET010312,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,893,1939.141083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.072642665,0.000258139,Freweyni town,ET010313,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,861.6666667,2863.412435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,1.637614868,0.042579537,Tsaeda Emba,ET010314,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,956.6866438,219.682798,16.46451336,18.48733337,14.41005333,607.52,160.56,10.48,101.5574394,351.52,42.64,137.08,46.52,14.74265327,71.77631805,161.7997107,26.32816002,5.795840063,20.53231979,17.40098663,14.89202667
53,0.037618054,8.45E-05,Atsbi town,ET010315,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,910,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,1.755024983,0.07844221,Agulae,ET010316,Tsirae Wenberta,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,982.7612903,102.8908958,18.84191484,20.92522475,16.93699218,629.0232558,171.7906977,12.69767442,104.9565996,379.2325581,45,125.1860465,45.20930233,14.59848065,71.43259306,156.7793969,29.09032556,8.658232578,20.43209284,18.8488062,16.98798448
55,1.21175525,0.028992188,Geraleta,ET010317,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1007.112782,113.5115941,19.04117652,21.1110979,17.37576457,627.2941176,182.8823529,7.588235294,116.3257289,409.7058824,29.23529412,126.8235294,29.23529412,14.87576473,74.24702723,150.8808639,28.88988226,8.853882229,20.03600008,18.53725478,17.37576457
56,0.068862931,0.000259722,Zala Anbesa town,ET010318,.,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,864.6,1719.920573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,0.781374263,0.022952183,Selewa,ET010401,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1086.974843,109.5092619,19.45769421,21.4454999,17.90105526,726.6666667,204.5833333,6.333333333,108.5899843,455.8333333,31.25,162.0833333,31.25,14.83344444,73.23822085,141.0947914,29.72433329,9.460333347,20.2640001,19.31888898,17.90105526
58,0.637307942,0.015547404,Bora (TG),ET010402,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1084.028169,136.0654462,20.04525905,22.00837051,18.51681497,736.3333333,205.1111111,7.444444444,105.963256,454.5555556,34.11111111,165.8888889,34.11111111,14.94770368,73.28974321,139.1630758,30.49733353,10.09511095,20.40222253,19.92829641,18.51681497
59,0.573205426,0.01403218,Neqsege,ET010403,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1051.78866,117.6859482,18.46458316,20.38650036,16.92725003,757.5,210.875,7.125,104.510355,460.5,36.125,176.125,36.125,15.47650015,72.6137476,141.2119446,29.38350034,8.063999951,21.31950021,18.63983369,16.92725003
60,1.020293158,0.028663685,Emba Alaje,ET010404,Alaje,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,980.3681592,283.3523211,15.37219982,17.40355562,13.5799111,753.2,208.6,5.4,103.9889435,453.5333333,35.66666667,234.5333333,35.66666667,15.94906667,71.17765503,158.8981293,26.72613335,4.317600012,22.40853335,15.97728882,13.5799111
61,1.280471256,0.03767254,Endamehoni,ET010405,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,982.3829787,205.840008,15.30690466,17.35739699,13.5314604,778.5238095,215,6.80952381,102.1522151,462.1904762,40,269.1428571,40.61904762,15.86853981,71.21746136,160.7054036,26.61485736,4.325904741,22.28895251,16.0844128,13.54358741
62,2.019139293,0.090777951,Raya Azebo,ET010406,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1012.407643,138.350389,21.92931701,24.09135946,19.77867964,726.9215686,184.9215686,13.80392157,92.74106912,414.1568627,49.21568627,264.4313725,52.88235294,14.7526601,69.6827807,174.799145,33.07435283,11.91301959,21.16133331,22.98432681,19.84664047
63,1.770659201,0.058669278,Raya Alamata,ET010407,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,950.9717791,155.7172693,20.1986184,22.17339786,18.30361305,793.9032258,214.0967742,11.4516129,101.4542544,475.8387097,41.70967742,299.8709677,45.90322581,14.89433332,71.78053776,157.0099591,31.044645,10.29561294,20.74903181,21.13488191,18.32419374
64,1.629527721,0.053045976,Ofla,ET010408,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,978.1389646,231.5000221,16.10178573,18.06349996,14.41745244,775.9642857,219.1071429,8.25,104.8020911,468.3928571,39.07142857,271.5714286,40.17857143,15.63114279,72.2062664,152.1159379,27.11014264,5.45671429,21.65342849,16.82930946,14.42692859
65,0.159955461,0.001349361,Maichew town,ET010409,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,896.2,2713.631721,15.37016678,17.54133415,13.52666664,766,209,6,99.61721039,446,42,291,42,16.14299965,70.57975006,169.204361,26.95599937,4.084000111,22.87199974,16.3220005,13.52666664
66,0.12438833,0.000932668,Korem town,ET010410,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,879.6923077,3080.139188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.15621896,0.001050966,Alamata town,ET010411,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,869,3178.468579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.08229333,0.000324017,Mekhoni town,ET010412,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,895,1963.379964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.945977352,0.03493095,Zata,ET010413,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1024.559499,91.34501259,19.5613095,21.34933326,18.03730161,787.9047619,219.5238095,9.095238095,105.7726172,484.5238095,35.52380952,209.4285714,35.52380952,15.38906352,73.94915045,134.6434617,30.31123779,9.49657145,20.81466629,19.80412706,18.03730161
70,1.383288993,0.061544135,Chercher,ET010414,.,Southern,ET0104,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,1016.785291,68.57488704,22.8949094,25.08253332,20.68405724,764.9142857,191.6857143,12.48571429,94.07871312,443.6,45.11428571,282.2285714,50.94285714,14.38389519,69.35257721,177.3594195,33.91851436,13.18525718,20.73325708,24.11377133,20.70089525
71,4.5755452,0.418654869,Kafta Humera,ET010501,.,Western,ET0105,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,836.4750871,21.32271569,27.01048359,29.62107924,25.03995211,670.6367713,203.1524664,0.013452915,135.2247447,503.4439462,0.062780269,57.56950673,502.3901345,14.66880868,66.74859024,190.5817986,38.48304942,16.5108341,21.97221536,25.47368907,26.11236468
72,3.895981303,0.205600279,Welkait,ET010502,.,Western,ET0105,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,976.6986976,59.16949488,24.67505995,27.56956142,22.74832168,742.2631579,225.1754386,0.754385965,131.4300967,546.1315789,2.710526316,73.14912281,533.9298246,14.60883332,66.66724011,208.0077923,36.41814029,14.49070175,21.9274385,23.81297667,23.79250289
73,3.352504883,0.182369595,Tsegede (TG),ET010503,.,Western,ET0105,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,901.1330147,56.93353133,24.1230033,26.69854908,22.30828759,800.0588235,235.4607843,0.598039216,128.6938483,580.372549,2.696078431,82.16666667,512.3921569,14.72670589,68.26454357,182.7141953,35.46776476,13.88576466,21.5820001,23.21420264,23.46601955
74,0.637360808,0.008697444,Setit Humera,ET010504,.,Western,ET0105,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,686.6637168,346.4388203,28.67316628,31.11033344,26.88033295,622,187.25,0,134.9952011,468,0,136.75,468,15.47266674,67.45354271,181.3242683,40.34999943,17.41200018,22.93799925,26.88033295,27.48816633
75,1.448619047,0.094077975,May Kadra,ET010505,.,Western,ET0105,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,843.6159196,17.67879565,28.07360601,30.44780596,26.19835136,674.9272727,201.6909091,0,133.0332886,500.2,0,51.12727273,498.6363636,15.28464232,68.44704992,174.8437927,39.46865415,17.13854533,22.33010882,26.92968483,27.22940598
76,1.839824415,0.090753483,Dansha town,ET010506,.,Western,ET0105,Tigray,ET01,Ethiopia,ET,09/12/2021,14/12/2021,877.8808374,32.02228585,27.5547211,30.05435896,25.58703848,730.4615385,212.9423077,0,129.2628577,530.9230769,0.288461538,60.34615385,525.8076923,14.88724995,67.89202514,179.1456783,38.88115377,16.95261544,21.92853832,26.52644865,26.97016672
