Unique_ID,Shape_Leng,Shape_Area,ADM3_EN,ADM3_PCODE,ADM3ALT1EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,Average Travel Time(minutes) ,pop_density(people per sq.km),BioClim_1,BioClim_2,BioClim_3,BioClim_4,BioClim_5,BioClim_6,BioClim_7,BioClim_8,BioClim_9,BioClim_10,BioClim_11,BioClim_12,BioClim_13,BioClim_14,BioClim_15,BioClim_16,BioClim_17,BioClim_18,BioClim_19
914,0.271391123,0.002725721,Arba Minch town,ET071021,.,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1175.459459,3249.54005,22.62166691,23.8463335,21.63800049,906,141,24.5,51.27778053,350,86,133,196.5,13.45233297,74.90999222,88.71388245,31.96399879,14.00600004,17.95799923,23.19666672,23.24733353
915,1.631473017,0.064299069,Alle Special,ET071205,.,Alle,ET0712,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1572.463849,66.81529753,21.22431528,22.75607217,19.84443242,889.7297297,135.8918919,28.62162162,46.06625078,338.7837838,100.027027,160.8918919,187.4324324,12.95461263,76.39767972,113.426869,30.64194602,13.6868107,16.9551354,21.82587381,22.31463056
916,0.07552124,0.000233783,Karat town,ET071301,.,Konso,ET0713,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1212.333333,1039.452477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,0.998795038,0.030572637,Segen Zuria,ET071302,.,Konso,ET0713,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1369.967593,56.94540188,22.14301122,23.83413378,20.69386648,664.3333333,115,18.6,56.31925201,276.2,69.86666667,113.1333333,106,13.48264453,74.03173523,123.0430176,32.24773343,14.03759995,18.21013336,22.61182226,23.44226685
918,2.059119654,0.081432208,Karat Zuria,ET071303,.,Konso,ET0713,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1267.529055,254.0378623,22.09968338,23.87936001,20.52550663,653.6,108.5,19.04,53.46711075,264.48,73.44,115.96,110.92,13.16479334,72.69675339,132.6994969,31.99199989,13.88000004,18.11199993,22.55085331,23.5526931
919,1.478567427,0.078494744,Kena,ET071304,.,Konso,ET0713,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1323.615455,152.5364829,22.7453731,24.42685529,21.28575362,633.3478261,103.8043478,24.10869565,48.05417417,254.0869565,83.43478261,117.8043478,111.6521739,12.87235505,74.12757757,123.4158828,32.16678267,14.79826085,17.36852173,23.23015947,24.07702886
920,0.128928796,0.00080586,Kulito town,ET071401,.,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1117.2,5672.379919,19.3864994,20.5233345,18.6906662,1061,161,14,56.18870163,452,80,224,452,15.64366627,73.94434357,82.05595398,29.99200058,8.835999489,21.15600204,18.6906662,18.98999977
921,1.134120286,0.026096479,Wera,ET071402,.,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1145.857923,517.6235804,18.87456942,20.03455528,18.08161084,1078.916667,167.1666667,14.41666667,56.75987466,463,80,228.4166667,337.25,15.43969448,74.29383087,83.67477671,29.33933353,8.554666837,20.78466654,18.11722183,18.5282224
922,0.590014978,0.012121732,Atote Ulo,ET071403,.,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1134.195402,344.643668,18.68483305,19.88416648,17.94533372,1015.875,156.375,13.625,56.26206398,433.75,74.5,218.5,355.125,15.7851665,73.75458527,85.91869259,29.44299984,8.038499951,21.40449977,17.94908357,18.2304163
923,1.398363116,0.04105213,Wera Djo,ET071404,.,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1136.229706,302.587592,18.99380427,20.09568098,18.20092757,931.4347826,151.0869565,10.04347826,60.94577491,415.1304348,60.7826087,231.0434783,113.826087,15.30186952,75.33593186,82.95552262,28.77043492,8.456695743,20.31373911,18.43008697,18.32695654
924,1.512870538,0.077080847,Melekoza,ET071501,.,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1775.429623,129.4466375,19.45137206,20.74372088,18.29519381,1529.953488,200,41.02325581,41.79543854,541.1162791,153.3023256,276.8139535,471.2325581,13.51136436,77.09352609,98.30905169,28.86297674,11.32306971,17.53990692,19.40435662,20.18398458
925,1.840159451,0.06500789,Denba Gofa,ET071502,.,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1464.892274,153.380713,20.56301433,21.87220955,19.35914285,1366.6,180.3714286,30.54285714,45.02425058,491.2571429,120.9714286,312.9714286,426.5142857,13.45829522,75.84634596,101.0835142,30.07771427,12.31634282,17.76137159,20.38619058,21.2755618
926,1.302965479,0.059672983,Zala,ET071503,.,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1332.442721,158.4935148,21.26917199,22.62643027,20.12430123,1200.870968,166,30.19354839,44.36333392,437.2258065,111.7741935,278,342.3870968,14.07060223,74.86098751,101.8075633,31.36374184,12.56567752,18.79806439,21.05907539,22.02494615
927,1.389009695,0.061582232,Uba Debre Tsehay,ET071504,.,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1471.705882,166.4768843,19.87482867,21.11266662,18.74236019,1357.540541,190.1351351,32.67567568,43.58937135,483.0540541,131.2162162,305.9459459,365.5405405,13.21082881,77.31271362,94.96851576,29.13556754,12.02637837,17.10918898,19.8816036,20.56715321
928,1.256581998,0.042397356,Gezei Gofa,ET071505,.,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1706.574324,218.5454549,20.24987808,21.52010265,19.13469234,1507.192308,203.4615385,35.69230769,43.23995854,538.3461538,142,371,446.8461538,13.63060258,76.83192004,95.81392347,29.81861525,12.06799995,17.75061534,20.10433314,20.90089732
929,0.641517151,0.014278013,O'yida,ET071506,.,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1550.219512,233.6087833,19.29956305,20.44958329,18.18075001,1525.5,211,31.5,44.0997324,542.125,140.625,393.875,435.75,13.47187507,79.00128365,90.58550453,28.51750016,11.44750011,17.07000029,19.2093339,19.87116671
930,0.180083529,0.001367117,Sawla town,ET071507,.,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1322.2,1974.252177,20.36716652,21.60533333,19.18799973,1564,216,30,44.52416229,561,141,406,452,13.60299969,77.74919128,96.21127319,29.93600082,12.43999958,17.4960022,20.14466667,21.04800034
931,0.12036343,0.000607631,Bulike town,ET071508,.,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1521.5,651.649899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,1.108056737,0.049737141,Melo Gada,ET071509,.,Gofa,ET0715,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1722.57781,93.10301732,19.8645555,21.13237035,18.6910619,1482.851852,189.962963,36.03703704,44.51772718,528.4814815,134.5555556,328.5925926,482.7777778,13.38634565,76.54315864,97.79291167,29.17807409,11.66429629,17.51377805,19.79866664,20.5294323
933,1.082052754,0.03355992,Basketo SP Woreda,ET071601,.,Basketo,ET0716,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1954.989474,197.1850144,19.69608759,21.05628074,18.5119649,1482.473684,200,42.05263158,40.68292337,524.4736842,154.9473684,280.1578947,431.4736842,13.74045613,76.58886598,101.717981,29.45536844,11.51284203,17.94252637,19.60266665,20.50908761
934,0.983127223,0.021542735,Alicho Woriro,ET072001,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1039.708197,586.4596325,13.38353559,14.57938085,12.51314272,1150.428571,216.4285714,12.78571429,72.22285843,581,56.42857143,292.3571429,581,13.26335709,76.44552558,85.93224335,22.14514269,4.789714336,17.35542842,12.51314272,13.09814283
935,1.369333394,0.027647632,Siltie,ET072002,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1057.010309,519.8606956,17.37264442,18.49991099,16.62071126,1024.066667,188.6,6.6,70.64402364,501.2666667,46.93333333,275.1333333,269.8,14.41306661,76.60316671,81.184788,26.45226657,7.640266673,18.81200015,16.72675578,16.77386684
936,0.931617647,0.018818542,Lanfero,ET072003,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1089.621723,345.4848381,18.44280312,19.5744244,17.66618174,939.5454545,166.3636364,5,67.7175508,445.4545455,46.27272727,260,54.72727273,15.12881817,76.39771687,82.32288569,27.88181808,8.07890905,19.80290916,17.91830306,17.67896964
937,0.937384251,0.012555754,Mierab Azenet Berbere,ET072004,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1036.643678,667.1884185,14.71964291,15.95799977,13.74599988,1111.571429,197,15.28571429,67.62847137,536,60.28571429,230.8571429,536,13.63595227,76.02367728,91.95847866,23.98457173,6.045714242,17.93885749,13.74599988,14.53276185
938,1.072128236,0.024696511,Dalocha,ET072005,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1077.014368,391.2942184,18.44637756,19.55320002,17.76226654,959.8666667,169.2666667,7.2,67.29671021,455.4,49.86666667,262,202.0666667,15.00733337,76.29154612,80.17989197,27.94293327,8.271199989,19.67173309,17.83675588,17.82964452
939,0.987927405,0.022710213,Sankura,ET072006,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1091.059561,448.103802,18.70030316,19.77818194,17.93151543,980,161.5454545,10.72727273,61.7017739,441.9090909,62.36363636,217,89.63636364,15.45684858,74.95972512,80.78797635,28.75199977,8.131272749,20.62072719,18.12878782,18.08951534
940,0.684174947,0.013770941,Misrak Azenet Berbere,ET072007,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1080.030612,527.8599294,15.34068751,16.55999994,14.44058335,1065.625,191.375,13.5,68.73644066,520,53.75,247.75,520,13.82062495,75.34949493,89.38151836,24.68700004,6.342000067,18.34499955,14.44058335,15.06383336
941,0.904175601,0.032622388,Wulbareg,ET072008,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1073.666667,235.8787331,17.94805537,19.09818522,17.19359271,975.5,174.5,10.11111111,67.85195202,469.7222222,50.61111111,228.8333333,449.2222222,14.86507405,75.75375621,83.46472761,27.6266666,8.004666779,19.62199995,17.19866678,17.49318526
942,0.232929139,0.002088316,Tora town,ET072009,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1067.551724,1383.903984,17.76683235,18.90200043,17,970,176,4,69.40059662,467,43,269,43,14.96299934,76.79634857,81.86611938,27.05599976,7.572000027,19.48399925,17.22133255,17
943,0.53483231,0.010352683,Worabe town,ET072010,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1054.115646,726.8415757,17.473429,18.64066642,16.71533326,985.8571429,182.1428571,8.142857143,71.054245,488.2857143,45.71428571,260.2857143,488.2857143,14.46047633,76.0015237,83.44024876,26.84342848,7.818857057,19.02457128,16.71533326,16.98561886
944,0.368948207,0.003949299,Kibet town,ET072011,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1031.185185,1007.466913,17.20405515,18.37866656,16.53511047,1029.666667,193,6.333333333,72.19467926,512.3333333,45.33333333,270.6666667,358.3333333,14.24477768,76.21757507,82.00429281,26.29733276,7.609333356,18.68799845,16.55911064,16.57444414
945,1.072118784,0.016873132,Mito,ET072012,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1104.021739,282.1043982,19.1501113,20.27348158,18.34474055,911,155.3333333,7.222222222,65.08250554,421.7777778,52.55555556,250.4444444,71.33333333,15.27370389,75.93045722,83.22355906,28.7786666,8.663555675,20.11511103,18.59600004,18.45237033
946,0.672683735,0.009366435,Misrak Siltie,ET072013,.,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1058.861538,351.5236771,18.25199966,19.33919983,17.47866669,997,179.8,4.6,68.98028564,477.2,46.4,275.4,46.4,14.69946671,76.53663635,79.26531219,27.33360023,8.128800106,19.20480042,17.77386703,17.47866669
947,1.899146106,0.132687592,Amaro,ET072102,.,Amaro,ET0721,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1372.796366,150.2616506,20.76723117,21.9151467,19.7617688,904.16,156.5733333,21.72,59.56863719,372.32,78.13333333,186.4133333,167.7066667,12.95875561,73.99581879,86.7882549,29.91903997,12.38613338,17.53290642,21.38910229,21.37583103
948,1.786872579,0.112369982,Burji Special,ET072203,.,Burji,ET0722,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1377.023359,70.26341835,21.21851256,22.85472731,19.78263638,758.0606061,140.6363636,20.3030303,62.6533284,329.3787879,74.34848485,125.7121212,113.2272727,12.93425761,72.56959499,119.5545573,31.10187895,13.27242425,17.82945468,21.69823233,22.38969687
949,1.440875986,0.057088803,Derashe Special,ET072304,.,Derashe,ET0723,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1319.831891,176.0375518,21.26889104,22.7526666,19.88834493,950.5172414,147.9310345,26.27586207,50.66511023,370.4482759,96.86206897,161.0689655,191.5517241,13.28063225,76.06060949,111.0670455,30.97062078,13.50910341,17.46151737,21.84133339,22.28903455
950,1.270323606,0.062646396,Yem SP Woreda,ET072401,.,Yem Special,ET0724,SNNP,ET07,Ethiopia,ET,09/12/2021,14/12/2021,1091.440909,173.8961017,19.24472061,20.53326112,18.20857656,1203.405405,211.6486486,14.86486486,70.56448869,581.2432432,63.51351351,208.3243243,567.6486486,14.34518925,75.13157035,93.9458711,28.98324332,9.887567546,19.0956757,18.28827013,19.07998193
951,1.393661425,0.061940746,Anderacha,ET110101,.,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1115.926606,81.71341828,17.63956661,18.81887616,16.44123819,1719.371429,239.4285714,35.97142857,57.5348065,696.2571429,116.9714286,268.8857143,694.7428571,13.58667613,83.18845651,95.8426481,26.42742865,10.09554288,16.33188575,16.49304761,18.27567607
952,1.754350947,0.082623552,Masha,ET110102,.,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1448.631034,38.13461941,18.52548178,19.50913056,17.55982617,1692.326087,229.6521739,35.86956522,53.66178247,656.9347826,124.4782609,273.8043478,641.6086957,13.11494927,83.04720555,80.46046058,26.9836522,11.18782616,15.795826,17.766884,19.0823188
953,1.674850816,0.046039486,Yeki,ET110103,.,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1073.149923,333.9471264,19.79540014,20.66706664,19.06600018,1742.966667,225.5666667,40.63333333,47.08423144,636.9,155.1666667,239.2333333,577.6666667,13.9674888,81.71981532,66.54644839,28.91493327,11.80866667,17.10626669,19.47722222,20.31755568
954,0.148733086,0.001122536,Tepi,ET110104,.,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,990.1333333,3555.318604,21.37450027,22.2033329,20.7859993,1688,218,39,47.23933411,619,153,191,435,14.34499931,80.46331787,59.24784088,30.86400032,13.03600025,17.82799911,21.15399933,21.89866638
955,0.047792108,8.22E-05,Masha town,ET110105,.,Sheka,ET1101,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,943,1142.974976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,1.436288651,0.064056257,Saylem,ET110201,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1207.972253,85.26178251,17.27511109,18.57796282,16.04633331,1733.777778,250.0833333,32.22222222,61.84092479,733.7222222,103.1111111,244.0833333,726.8055556,13.86459255,80.12172042,99.68778144,26.35944441,9.055111037,17.30433332,16.15464799,17.76894416
957,1.663102997,0.059644191,Gesha,ET110202,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1026.778698,183.9449274,17.18219531,18.29533332,16.09253314,1694.342857,230.9428571,35.51428571,55.63538219,673.6285714,119.5142857,276.4571429,668.2285714,14.03153343,82.31078949,87.79619577,26.14754263,9.09874288,17.04879984,16.42527616,17.6177142
958,1.578316605,0.078128606,Gewata,ET110203,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1131.659112,118.7319618,18.12794065,19.15688892,17.26457153,1691.142857,226.047619,34.73809524,53.95637839,666.3333333,129.1428571,377.6428571,655.3809524,14.51653174,81.01683172,76.88523756,27.19857134,9.280380919,17.91819041,17.46930147,18.28546034
959,1.723987606,0.063910144,Gimbo,ET110204,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1119.430323,186.3972011,19.25072728,20.29492927,18.50745455,1765.848485,222.4848485,39.90909091,47.14059414,654.1212121,163.2424242,470.7878788,638.8181818,15.10000003,80.19416231,74.24993157,28.69733348,9.856363672,18.84097001,18.98802041,19.25793931
960,1.428197215,0.082800992,Adiyio,ET110205,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1261.612017,166.1026749,17.41126949,18.49902137,16.53062406,1491.723404,199.1276596,31.82978723,51.92122512,578.5957447,116.5106383,377.212766,560.106383,14.20747526,79.39268137,79.8418459,26.47165952,8.540680916,17.93097839,17.01822679,17.49063841
961,0.983056246,0.039439174,Tullo,ET110206,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1182.181495,193.8747702,17.74413172,18.70702771,16.87116651,1625.75,209.625,38.5,45.85962995,587.5,145.0833333,421.0833333,562.9166667,14.00368055,81.08546638,72.81985219,26.568,9.294333398,17.27366678,17.63958327,17.89447212
962,1.20400346,0.056057966,Cheta,ET110207,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1389.522901,78.72902865,20.51175563,21.66246668,19.50622228,1739.2,214.1666667,43.86666667,42.55103493,611.3666667,176.4666667,309.7333333,576.2333333,14.00297782,78.17706324,85.57576675,29.89946658,11.97879998,17.92066657,20.57555548,21.05068887
963,1.631636975,0.087964923,Decha,ET110208,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1251.978243,133.2615559,19.31653743,20.29050348,18.52810883,1811.653061,226.1632653,43.75510204,42.99660243,635.4081633,180.1428571,452.755102,612.9591837,14.47801362,80.8942745,71.21346392,28.48800009,10.58620404,17.90179587,19.38469377,19.50922448
964,1.47955627,0.040398791,Chena,ET110209,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1102.931095,241.0609953,19.49848478,20.41590933,18.65327254,1810.5,229.8636364,45.09090909,43.41529205,639.7727273,179.7272727,347.3636364,624.0909091,14.8144243,81.43015151,71.88876794,29.13290917,10.93727272,18.19563658,19.26124243,19.94512151
965,1.478754927,0.089000337,Bita,ET110210,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1159.111022,106.5084072,17.40097219,18.34555554,16.47033334,1722.916667,227.8125,39.97916667,49.38454962,644.9166667,143.8958333,346.5416667,636.0208333,13.81906947,82.95219088,75.78092114,26.10441665,9.441916684,16.66249986,17.10755557,17.74293047
966,0.192790371,0.001119499,Bonga town,ET110211,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1076,2255.569965,19.74133301,20.68199921,18.93400002,1832,221,42,43.54240417,648,186,395,632,15.01333332,80.85595703,70.25128174,29.19599915,10.62800026,18.56799889,19.56800079,19.91866684
967,2.742539105,0.153674255,Goba (SP),ET110212,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1547.07235,34.7849103,21.0899314,22.36001477,20.07002962,1648.733333,206.4333333,44.45555556,41.16546126,575.5777778,174.5777778,237.3222222,532.5222222,13.90215184,77.217856,91.41593518,30.72097783,12.71240003,18.00857781,21.0334593,21.81250379
968,1.288557218,0.045557912,Shisho Ande,ET110213,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1175.865204,207.5604144,18.48463802,19.42544838,17.7075634,1773.758621,227.2068966,41.44827586,47.10829505,651.3793103,160.2758621,499.6551724,640.1724138,14.64674716,81.99362946,69.45492738,27.58386191,9.71889657,17.86496531,18.41335665,18.61326428
969,0.128409442,0.000521352,Wacha,ET110214,.,Kefa,ET1102,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1033.625,1038.223618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
970,1.278985809,0.040039002,Sheko,ET110301,.,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1124.635231,192.9531192,20.90665895,21.71351528,20.29309082,1728.909091,220.8181818,41.68181818,44.8911568,617.9090909,164.8181818,207.4545455,543.4090909,13.84143938,80.79219957,59.18176946,29.99636355,12.86436371,17.1319998,20.69739385,21.41915157
971,2.503098208,0.206958242,Gurafereda,ET110302,.,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1278.47097,23.7749835,22.06312466,23.01464349,21.41717098,1540.017391,204.1826087,35.26086957,46.74654475,559.9652174,140.0608696,193.2695652,441.1130435,13.51606956,79.53499232,66.81308461,31.09919993,14.09199996,17.00719998,21.70384918,22.54456812
972,1.398389588,0.051009334,Debub Bench,ET110303,.,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1131.280726,257.6040919,20.29555558,21.14783819,19.62529298,1763.272727,224.2424242,45.84848485,41.40629138,605.4848485,182.0606061,249.6666667,557.2727273,13.95715153,81.49680328,62.64944759,29.44557571,12.31466666,17.13090897,20.13959601,20.82224245
973,1.575944164,0.04529792,Shay Bench,ET110304,.,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1170.572543,325.8563567,18.36205123,19.21446147,17.51761547,1790.653846,232.5769231,48.61538462,40.73843398,616.1153846,187.6923077,373.5769231,588.6538462,14.29774354,82.16689213,68.75863383,27.5673845,10.15984609,17.40753816,18.29538463,18.77153829
974,0.904771059,0.022051488,Semen Bench,ET110305,.,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1101.693291,536.9392909,19.45201397,20.2782224,18.68899965,1814.5,231.5833333,46.83333333,42.19852352,631.5,183.3333333,297.5833333,616,14.12258323,82.65467517,65.6109244,28.51699972,11.42499995,17.09200009,19.22405561,19.91227754
975,0.50112273,0.010002074,Gidi Bench,ET110306,.,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1167.361702,274.4799252,20.25923309,21.13973312,19.48173294,1815.4,229.2,44.8,43.93197784,643.6,177.6,227.4,633.4,14.60580025,81.81439209,69.09655609,29.78479996,11.93039989,17.85440025,19.9982666,20.7868
976,0.310463163,0.001994969,Mizan Aman town,ET110307,.,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1019.965517,2417.527356,20.57533264,21.402668,19.93799973,1816,229,46,42.06003571,628,185,231,615,14.0953331,81.38182831,60.42380524,29.80400085,12.48400021,17.31999969,20.36666679,21.10466766
977,0.118677421,0.000528405,Size town,ET110308,.,Bench Sheko,ET1103,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1056.333333,2148.417898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
978,1.29201185,0.043316826,Tocha,ET110401,.,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1218.990148,241.0086447,20.09531417,21.31992303,19.06282043,1482.153846,206.6538462,31.88461538,52.68901986,589.3846154,117.1923077,304.7692308,571.3846154,14.18896158,75.87497066,89.64099297,29.64261524,10.91615394,18.72646134,19.10933337,20.47528179
979,0.693329601,0.014943094,Mareka,ET110402,.,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1243.172249,450.6440793,19.36827064,20.62858319,18.06466675,1446.75,205.25,23.5,53.90311861,571.875,108,305.125,567.625,14.17354167,76.94321728,101.1194448,29.11949968,10.68700004,18.43249965,18.10291648,19.96108317
980,1.196081476,0.034722315,Loma,ET110403,.,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1221.01636,269.0639874,20.59409971,21.91073341,19.25086651,1366.15,195.25,22.35,53.01454048,534.95,102.15,256.5,528.7,14.15180001,75.7628582,106.6489056,30.54919996,11.85499988,18.69420004,19.27966671,21.3482666
981,0.917557186,0.032451448,Gena,ET110404,.,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1304.652747,154.3206061,20.74299992,22.03949031,19.62078431,1369.588235,209.8235294,23,57.60829813,582.7647059,99.41176471,270.7647059,564.4705882,14.24752937,74.2352654,96.59687042,30.61647067,11.41905886,19.19741204,19.64062724,21.25694118
982,1.43207856,0.088151541,Isara,ET110405,.,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1469.15942,101.4305376,20.15486261,21.3889021,19.02898029,1488.215686,187.1960784,35.47058824,46.83789938,538.3529412,129.4313725,306.6470588,525.6862745,13.58230065,75.98943284,94.50326403,29.4981176,11.61160787,17.88650961,19.59122875,20.74606525
983,0.666829062,0.01765668,Kachi,ET110406,.,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1263.197581,145.7631734,20.14241657,21.30246658,19.16226692,1549,202.2,35.6,49.24503899,581.6,128.4,330,573.3,13.76829977,76.34574966,84.58464203,29.39200001,11.34799995,18.04400005,19.1713335,20.53093319
984,0.62649506,0.008032587,Tercha Zuriya,ET110407,.,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1218.283186,569.8192104,20.49845886,21.77866745,19.36633301,1436,209,27,54.47126007,586,108.75,294.25,579.25,14.34591675,75.24840355,95.09544945,30.30900002,11.23900008,19.07000017,19.37666655,20.96483374
985,0.624769692,0.014842905,Mari Mansa,ET110408,.,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1251.197115,289.6160085,18.80006676,19.96826668,17.56986675,1482.1,199.9,25.6,51.40818329,559.6,113.9,320.3,558.4,13.77280006,78.0233902,94.04117661,28.10360012,10.44560003,17.65799999,17.68626671,19.33019962
986,1.284204286,0.061000593,Disa,ET110409,.,Dawuro,ET1104,South West Ethiopia,ET11,Ethiopia,ET,09/12/2021,14/12/2021,1366.454123,89.35131019,20.46954627,21.79394452,19.19596293,1350.972222,174.1111111,29.38888889,47.98321851,492.4166667,111.3611111,263.3611111,482.5555556,13.63781471,74.93849903,104.681641,30.14822202,11.9414444,18.20677773,19.60949988,21.22662952
